date,product,region,customer_id,sales,cluster
2024-09-06,Laptop,West,1318,1202.0,0
2024-01-22,Laptop,West,1109,1359.0,0
2024-05-08,Tablet,West,1152,544.0,0
2024-06-05,Tablet,West,1876,471.0,0
2024-09-07,Tablet,West,1082,544.0,0
2024-08-07,Phone,West,1345,858.0,0
2024-11-06,Laptop,East,1575,809.0,0
2024-02-28,Tablet,West,1958,1308.0,0
2024-10-23,Phone,South,1751,1522.0,0
2024-08-30,Phone,East,1035,1091.0,0
2024-04-27,Phone,North,1499,1799.0,0
2024-01-29,Phone,North,1934,1642.0,0
2024-09-26,Tablet,West,1386,437.0,0
2024-07-04,Laptop,South,1367,1775.0,0
2024-11-11,Laptop,East,1365,1030.0,0
2024-01-05,Laptop,East,1883,691.0,0
2024-03-26,Tablet,East,1710,1505.0,0
2024-06-21,Laptop,West,1717,1298.0,0
2024-09-05,Phone,North,1910,1128.0,0
2024-10-31,Laptop,West,1268,1355.0,0
2024-04-10,Phone,North,1927,1852.0,0
2024-08-24,Phone,North,1583,306.0,0
2024-05-02,Phone,West,1435,424.0,0
2024-08-29,Tablet,West,1946,830.0,0
2024-04-18,Tablet,South,1349,1199.0,0
2024-03-11,Tablet,South,1446,1189.0,0
2024-07-20,Tablet,North,1820,1114.0,0
2024-06-29,Tablet,South,1366,746.0,0
2024-01-18,Laptop,North,1548,887.0,0
2024-07-31,Phone,East,1293,1530.0,0
2024-06-14,Laptop,North,1338,442.0,0
2024-06-17,Laptop,East,1482,463.0,0
2024-05-18,Phone,East,1844,1450.0,0
2024-04-26,Tablet,West,1687,911.0,0
2024-03-17,Laptop,South,1327,219.0,0
2024-12-10,Laptop,West,1741,1811.0,0
2024-01-20,Tablet,West,1522,217.0,0
2024-02-17,Tablet,North,1904,1336.0,0
2024-11-21,Phone,East,1771,435.0,0
2024-11-05,Laptop,West,1039,1499.0,0
2024-04-23,Tablet,North,1712,1360.0,0
2024-11-01,Phone,East,1801,1529.0,0
2024-09-16,Laptop,East,1864,361.0,0
2024-06-07,Tablet,South,1393,1027.0,0
2024-04-11,Laptop,West,1207,1851.0,0
2024-07-21,Tablet,South,1502,1942.0,0
2024-12-03,Laptop,West,1866,1597.0,0
2024-04-15,Tablet,West,1206,623.0,0
2024-02-01,Phone,West,1938,1677.0,0
2024-07-04,Phone,South,1151,1677.0,0
2024-03-01,Tablet,East,1814,769.0,0
2024-09-01,Tablet,South,1676,438.0,0
2024-10-14,Phone,North,1081,1102.0,0
2024-09-27,Tablet,East,1352,909.0,0
2024-05-07,Tablet,West,1961,302.0,0
2024-11-07,Tablet,South,1854,514.0,0
2024-11-26,Phone,South,1466,1001.0,0
2024-06-09,Tablet,South,1021,1867.0,0
2024-11-29,Laptop,West,1637,1133.0,0
2024-09-18,Laptop,West,1486,1368.0,0
2024-10-31,Laptop,North,1476,1137.0,0
2024-12-13,Phone,East,1871,1688.0,0
2024-12-25,Laptop,North,1779,775.0,0
2024-02-24,Phone,West,1291,1936.0,0
2024-05-06,Phone,South,1783,1401.0,0
2024-01-26,Tablet,East,1902,788.0,0
2024-01-13,Tablet,East,1216,1937.0,0
2024-06-18,Tablet,South,1300,1668.0,0
2024-09-27,Laptop,East,1054,1309.0,0
2024-04-18,Tablet,West,1569,1793.0,0
2024-02-25,Laptop,South,1003,1863.0,0
2024-01-20,Tablet,West,1333,896.0,0
2024-04-12,Laptop,West,1630,884.0,0
2024-10-14,Phone,North,1806,1937.0,0
2024-12-19,Tablet,East,1779,772.0,0
2024-12-09,Tablet,West,1884,439.0,0
2024-06-21,Tablet,West,1764,1516.0,0
2024-12-18,Tablet,West,1426,1033.0,0
2024-07-02,Laptop,North,1126,1142.0,0
2024-10-25,Tablet,South,1158,1445.0,0
2024-08-14,Tablet,South,1739,10379.0,1
2024-04-05,Laptop,East,1892,410.0,0
2024-12-14,Laptop,East,1059,950.0,0
2024-10-28,Tablet,North,1107,1392.0,0
2024-12-07,Laptop,East,1812,1564.0,0
2024-09-29,Laptop,East,1392,1626.0,0
2024-11-27,Phone,West,1477,14555.0,1
2024-11-08,Laptop,South,1124,405.0,0
2024-01-11,Tablet,East,1155,895.0,0
2024-01-30,Tablet,North,1160,1651.0,0
2024-03-06,Tablet,East,1291,1050.0,0
2024-01-08,Tablet,East,1327,1758.0,0
2024-01-22,Phone,West,1251,417.0,0
2024-10-02,Tablet,North,1999,1408.0,0
2024-09-29,Tablet,South,1320,1568.0,0
2024-01-27,Tablet,West,1001,1102.0,0
2024-12-28,Phone,North,1484,777.0,0
2024-04-15,Phone,South,1779,1746.0,0
2024-09-12,Tablet,East,1821,746.0,0
2024-11-20,Tablet,South,1560,644.0,0
2024-03-26,Tablet,South,1779,739.0,0
2024-10-16,Laptop,South,1485,1863.0,0
2024-04-08,Tablet,West,1007,1287.0,0
2024-02-29,Laptop,East,1355,1583.0,0
2024-01-08,Tablet,North,1882,767.0,0
2024-09-17,Laptop,North,1614,598.0,0
2024-11-16,Tablet,North,1607,610.0,0
2024-03-14,Phone,East,1250,360.0,0
2024-09-13,Laptop,South,1983,937.0,0
2024-06-12,Tablet,South,1684,12558.0,1
2024-02-10,Laptop,North,1701,453.0,0
2024-06-20,Laptop,North,1296,1478.0,0
2024-02-11,Tablet,North,1688,1930.0,0
2024-07-02,Laptop,North,1825,1150.0,0
2024-10-23,Tablet,North,1269,1058.0,0
2024-06-14,Tablet,East,1019,488.0,0
2024-11-06,Laptop,South,1531,957.0,0
2024-05-21,Phone,North,1029,843.0,0
2024-02-19,Tablet,South,1240,371.0,0
2024-03-08,Tablet,North,1164,1504.0,0
2024-05-21,Tablet,West,1420,1627.0,0
2024-06-03,Laptop,West,1785,200.0,0
2024-07-31,Tablet,North,1517,840.0,0
2024-10-07,Tablet,West,1036,456.0,0
2024-05-04,Tablet,South,1901,1235.0,0
2024-09-07,Phone,South,1803,1439.0,0
2024-03-18,Phone,West,1765,1743.0,0
2024-09-08,Phone,West,1050,308.0,0
2024-02-15,Phone,South,1710,255.0,0
2024-02-03,Phone,South,1137,903.0,0
2024-06-05,Laptop,East,1584,1414.0,0
2024-03-18,Phone,South,1717,1465.0,0
2024-10-17,Tablet,South,1829,1176.0,0
2024-03-12,Laptop,South,1602,1996.0,0
2024-01-08,Tablet,East,1609,1809.0,0
2024-08-09,Laptop,North,1086,1761.0,0
2024-07-14,Phone,West,1671,1473.0,0
2024-12-24,Laptop,North,1247,1932.0,0
2024-02-07,Tablet,North,1159,323.0,0
2024-12-21,Phone,West,1749,1748.0,0
2024-06-02,Laptop,East,1048,1237.0,0
2024-06-30,Tablet,East,1054,13349.0,1
2024-06-09,Tablet,East,1840,1685.0,0
2024-08-02,Laptop,West,1744,1717.0,0
2024-01-06,Tablet,West,1888,5512.0,2
2024-05-31,Phone,South,1478,1781.0,0
2024-03-14,Tablet,North,1888,644.0,0
2024-03-27,Tablet,West,1226,972.0,0
2024-04-09,Laptop,West,1427,1617.0,0
2024-10-13,Phone,West,1681,1056.0,0
2024-06-27,Tablet,West,1998,1464.0,0
2024-02-21,Laptop,North,1898,838.0,0
2024-11-15,Phone,East,1093,1438.0,0
2024-02-23,Phone,East,1030,220.0,0
2024-11-21,Laptop,West,1358,353.0,0
2024-04-21,Phone,East,1735,1170.0,0
2024-10-03,Phone,East,1598,297.0,0
2024-08-03,Tablet,West,1586,691.0,0
2024-08-23,Phone,North,1486,1645.0,0
2024-08-15,Laptop,East,1467,1261.0,0
2024-09-13,Phone,North,1388,1910.0,0
2024-10-13,Phone,East,1690,942.0,0
2024-08-12,Tablet,South,1653,266.0,0
2024-01-08,Laptop,North,1570,1881.0,0
2024-05-07,Phone,North,1340,245.0,0
2024-11-18,Tablet,West,1216,864.0,0
2024-02-10,Laptop,East,1424,1479.0,0
2024-05-18,Tablet,West,1179,1787.0,0
2024-02-03,Phone,North,1801,1316.0,0
2024-12-14,Phone,East,1882,238.0,0
2024-03-03,Laptop,East,1693,1958.0,0
2024-12-11,Phone,South,1016,437.0,0
2024-02-14,Laptop,South,1384,1501.0,0
2024-09-20,Phone,North,1949,8242.0,2
2024-06-29,Phone,West,1406,1532.0,0
2024-07-07,Tablet,North,1640,909.0,0
2024-11-29,Phone,South,1790,830.0,0
2024-10-13,Laptop,North,1768,1806.0,0
2024-06-27,Laptop,South,1445,1899.0,0
2024-12-28,Tablet,West,1828,1485.0,0
2024-10-22,Laptop,South,1305,891.0,0
2024-03-24,Tablet,South,1322,481.0,0
2024-09-12,Phone,South,1463,341.0,0
2024-01-27,Phone,East,1965,604.0,0
2024-02-01,Laptop,West,1875,493.0,0
2024-08-13,Tablet,West,1130,1715.0,0
2024-06-18,Laptop,East,1140,1110.0,0
2024-08-30,Laptop,North,1368,1564.0,0
2024-08-09,Phone,North,1805,1877.0,0
2024-03-15,Laptop,South,1042,1026.0,0
2024-04-15,Tablet,West,1381,1896.0,0
2024-05-15,Laptop,East,1600,1681.0,0
2024-01-11,Phone,North,1158,328.0,0
2024-06-22,Laptop,South,1725,402.0,0
2024-12-31,Tablet,North,1669,630.0,0
2024-12-15,Laptop,West,1440,1489.0,0
2024-12-05,Phone,South,1610,1755.0,0
2024-11-12,Tablet,South,1608,1887.0,0
2024-03-12,Laptop,West,1425,977.0,0
2024-08-07,Laptop,East,1074,10799.0,1
2024-07-10,Tablet,East,1284,619.0,0
2024-11-02,Laptop,East,1392,1808.0,0
2024-04-09,Phone,East,1182,1770.0,0
2024-11-22,Laptop,East,1202,1586.0,0
2024-03-14,Laptop,West,1904,743.0,0
2024-06-10,Laptop,West,1490,1555.0,0
2024-05-10,Phone,West,1464,1372.0,0
2024-02-06,Phone,South,1730,1423.0,0
2024-07-04,Phone,West,1513,1071.0,0
2024-04-10,Tablet,East,1877,1788.0,0
2024-09-07,Phone,South,1765,1045.0,0
2024-08-20,Tablet,South,1714,1850.0,0
2024-11-25,Laptop,West,1937,225.0,0
2024-02-10,Tablet,West,1933,261.0,0
2024-07-16,Tablet,South,1865,1716.0,0
2024-01-24,Laptop,West,1400,1469.0,0
2024-03-10,Phone,South,1551,980.0,0
2024-12-28,Laptop,South,1230,1691.0,0
2024-06-13,Laptop,East,1004,408.0,0
2024-02-26,Tablet,South,1071,14539.0,1
2024-10-08,Laptop,East,1839,1334.0,0
2024-03-01,Laptop,South,1964,1104.0,0
2024-12-28,Tablet,West,1794,1659.0,0
2024-05-25,Phone,West,1494,1358.0,0
2024-11-13,Phone,South,1039,856.0,0
2024-10-20,Tablet,East,1263,1151.0,0
2024-06-17,Phone,East,1780,1890.0,0
2024-11-08,Tablet,North,1523,1240.0,0
2024-02-20,Tablet,North,1917,1849.0,0
2024-02-17,Tablet,West,1346,1313.0,0
2024-10-03,Phone,East,1257,1150.0,0
2024-03-24,Laptop,North,1050,1751.0,0
2024-04-23,Laptop,North,1636,425.0,0
2024-12-21,Laptop,East,1362,1490.0,0
2024-03-19,Laptop,South,1869,379.0,0
2024-09-01,Tablet,North,1886,7988.0,2
2024-09-17,Phone,North,1425,447.0,0
2024-04-30,Phone,North,1124,12966.0,1
2024-01-05,Tablet,South,1636,1948.0,0
2024-05-25,Tablet,South,1225,367.0,0
2024-07-27,Tablet,East,1285,1454.0,0
2024-10-21,Tablet,North,1986,1067.0,0
2024-06-16,Phone,East,1664,1871.0,0
2024-07-16,Laptop,South,1267,1262.0,0
2024-09-19,Tablet,West,1977,666.0,0
2024-09-17,Laptop,South,1760,1437.0,0
2024-01-20,Laptop,South,1708,823.0,0
2024-09-13,Phone,North,1894,846.0,0
2024-10-05,Tablet,North,1183,1204.0,0
2024-11-19,Tablet,West,1298,1622.0,0
2024-04-26,Phone,South,1514,1365.0,0
2024-05-22,Laptop,South,1292,12803.0,1
2024-12-22,Tablet,South,1431,1158.0,0
2024-08-08,Phone,West,1129,965.0,0
2024-05-03,Phone,North,1220,1621.0,0
